task_id,base,form,family,category_hint,exact_current_task,current_task_path,candidate_current_tasks,evas_status,spectre_status,evas_weighted_total,spectre_weighted_total,evas_staged_files,spectre_staged_files,evas_staged_source_files,spectre_staged_source_files,staged_source_hash_match,evas_staged_dir,spectre_staged_dir,materialization_state,missing_source_pieces,asset_type,benchmark_split,release_form,provenance_status,source_main120_id,badcase_origin,counts_model_capability,counts_benchmark_coverage,counts_bugfix_claim,promotion_blockers
vbm1_thermometer_decoder_guarded_e2e,thermometer_decoder_guarded,e2e,end-to-end,dac,no,,vbm1_thermometer_decoder_guarded_bugfix:0.38,PASS,PASS,1.0,1.0,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_decoder_guarded_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_decoder_guarded_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_thermometer_decoder_guarded_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_thermometer_decoder_guarded_tb,thermometer_decoder_guarded,tb,tb-generation,dac,no,,vbm1_thermometer_decoder_guarded_bugfix:0.38,PASS,PASS,1.0,1.0,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,tb_thermometer_decoder_guarded_ref.scs;thermometer_decoder_guarded.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_thermometer_decoder_guarded_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_thermometer_decoder_guarded_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_thermometer_decoder_guarded_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_track_hold_aperture_bugfix,track_hold_aperture,bugfix,bugfix,sample-hold,yes,tasks/bugfix/voltage/sample-hold/vbm1_track_hold_aperture_bugfix,,PASS,PASS,1.0,1.0,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_track_hold_aperture_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_track_hold_aperture_bugfix/staged,has_exact_task_id,,vabench_task,vabench-main-v1,true-bugfix,reconstructed_badcase,vbm1_track_hold_aperture_bugfix,reconstructed,true,true,true,
vbm1_track_hold_aperture_dut,track_hold_aperture,dut,spec-to-va,sample-hold,no,,vbm1_track_hold_aperture_bugfix:0.38;sample_hold_aperture_tb:0.29;sample_hold_smoke:0.25,PASS,PASS,1.0,1.0,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_track_hold_aperture_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_track_hold_aperture_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_track_hold_aperture_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_track_hold_aperture_e2e,track_hold_aperture,e2e,end-to-end,sample-hold,no,,vbm1_track_hold_aperture_bugfix:0.38;sample_hold_aperture_tb:0.29;sample_hold_smoke:0.25,PASS,PASS,1.0,1.0,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_track_hold_aperture_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_track_hold_aperture_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_track_hold_aperture_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_track_hold_aperture_tb,track_hold_aperture,tb,tb-generation,sample-hold,no,,vbm1_track_hold_aperture_bugfix:0.38;sample_hold_aperture_tb:0.29;sample_hold_smoke:0.25,PASS,PASS,1.0,1.0,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,sample_hold_aperture_ref.va;tb_sample_hold_aperture_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_track_hold_aperture_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_track_hold_aperture_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_track_hold_aperture_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_vco_phase_integrator_bugfix,vco_phase_integrator,bugfix,bugfix,pll-clock,no,,,PASS,PASS,1.0,1.0,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_vco_phase_integrator_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_vco_phase_integrator_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_vco_phase_integrator_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_vco_phase_integrator_dut,vco_phase_integrator,dut,spec-to-va,pll-clock,no,,,PASS,PASS,1.0,1.0,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_vco_phase_integrator_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_vco_phase_integrator_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_vco_phase_integrator_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_vco_phase_integrator_e2e,vco_phase_integrator,e2e,end-to-end,pll-clock,no,,,PASS,PASS,1.0,1.0,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_vco_phase_integrator_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_vco_phase_integrator_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_vco_phase_integrator_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_vco_phase_integrator_tb,vco_phase_integrator,tb,tb-generation,pll-clock,no,,,PASS,PASS,1.0,1.0,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,tb_vco_phase_integrator_ref.scs;vco_phase_integrator.va,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_vco_phase_integrator_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_vco_phase_integrator_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_vco_phase_integrator_tb,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_voltage_clamp_bugfix,voltage_clamp,bugfix,bugfix,signal-source,no,,,PASS,PASS,1.0,1.0,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_voltage_clamp_bugfix/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_voltage_clamp_bugfix/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,evidence-only,historical_bugfix_fixed_only,vbm1_voltage_clamp_bugfix,,false,false,false,missing_buggy_fixed_pair;needs_D004_review;missing_prompt_meta_checks_gold_review
vbm1_voltage_clamp_dut,voltage_clamp,dut,spec-to-va,signal-source,no,,,PASS,PASS,1.0,1.0,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_voltage_clamp_dut/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_voltage_clamp_dut/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_voltage_clamp_dut,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_voltage_clamp_e2e,voltage_clamp,e2e,end-to-end,signal-source,no,,,PASS,PASS,1.0,1.0,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_voltage_clamp_e2e/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_voltage_clamp_e2e/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_voltage_clamp_e2e,,true,true,false,missing_prompt_meta_checks_gold_review
vbm1_voltage_clamp_tb,voltage_clamp,tb,tb-generation,signal-source,no,,,PASS,PASS,1.0,1.0,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,dut.va;tb_ref.scs,yes,results/vabench-main-v1-main120-gold-evas-2026-05-08/vbm1_voltage_clamp_tb/staged,results/vabench-main-v1-main120-gold-spectre-jin-2026-05-08/vbm1_voltage_clamp_tb/staged,needs_source_task,prompt.md;meta.json;checks.yaml;gold/,vabench_task,vabench-main-v1,normal,clean,vbm1_voltage_clamp_tb,,true,true,false,missing_prompt_meta_checks_gold_review
